text,label
I want to file for a contested divorce because my husband is an alcoholic and neglects our family.,Family
I want to know if a spouse automatically becomes the guardian of a minor child after the other parent's death.,Family
My relative wants to understand her rights when her ex-husband wants to homeschool their children instead of formal schooling.,Family
My uncle was attacked with an axe during a dispute over inherited farmland boundaries.,Criminal
Is there a way to get compensation for the mental harassment caused by a faulty kids' toy that the seller refuses to fix?,Consumer
My employer is not honouring the terms of my employment contract regarding annual salary increments.,Labour
"Someone recorded a private video call without my consent and is threatening to leak it, what can I do?",Cyber
I want to know if non-compete clauses are enforceable after an employee resigns from a company.,Labour
"A government-run shelter denied entry to a person based purely on their religious identity, and I want to question this.",Constitutional
"Someone created a fake missing person post using my child's photo as a prank, how do we report this?",Cyber
I want to know whether continuous surveillance of citizens through public cameras without any policy safeguards violates privacy rights.,Constitutional
My wife wants a share of the house that was purchased entirely with my personal savings before marriage.,Family
A person who agreed to help set up machinery under a service contract has failed to appear despite reminders.,Civil
I want to understand whether a government ban on a book can be legally challenged as an unreasonable restriction on expression.,Constitutional
Is it possible to claim a refund for an air conditioner purchased in Indore that stopped working just days after delivery?,Consumer
My daughter received obscene messages and photos from an unknown man near her college.,Criminal
I want to know if gig economy workers are entitled to any form of social security benefits.,Labour
I want to know how long an employer can legally delay salary payments to employees.,Labour
My tenant has sublet my duplex house to another person without asking for my permission as the owner.,Property
"I want a replacement for my faulty mattress, but the manufacturer's authorised dealer keeps sending a technician instead of giving me a new unit as promised.",Consumer
The billboard advertisement for a mixer grinder sale mentioned a price that was very different from what I was actually charged in-store.,Consumer
"The showroom promised to replace my bicycle within seven days of purchase, but they keep giving excuses every time I follow up.",Consumer
I want to understand the process for correcting an error in our marriage registration certificate.,Family
My spouse and I are unsure what documents we need to submit for a mutual consent divorce.,Family
"My paternal uncle is asking for more than his rightful share in the ancestral orchard land, and we cannot reach an agreement.",Property
I was billed for car rental service at a much higher rate than what was quoted to me verbally at the time of subscribing.,Consumer
My former landlord is refusing to return advance rent despite me vacating before the lease period ended.,Civil
My ex-wife keeps changing our custody schedule without any prior discussion with me.,Family
I want to know how to reclaim possession of my housing plot from squatters who moved in without my permission.,Property
I want to know what legal steps are needed for a formal judicial separation from my wife.,Family
My relative's business partner is refusing to return capital invested despite the partnership being formally dissolved.,Civil
"My father remarried after my mother's death, and I want to know my inheritance rights in this situation.",Family
Someone touched my sister inappropriately in a crowded market and ran away before we could catch him.,Criminal
Some individuals appear to be working together to run a fraudulent chit fund scheme in our town.,Criminal
A group brought choppers and rods to a confrontation over a disputed piece of farmland.,Criminal
A company failed to honour its warranty agreement despite the product malfunctioning within the covered period.,Civil
A person who worked with us on a project is using our unique branding elements for his own business.,Civil
"A stalker is showing up at places I check into on social media, what legal protection is available?",Cyber
"There seem to be conflicting entries in the land records for my orchard land, and I am not sure which one is correct.",Property
I want to understand if employees can refuse to work on their designated weekly off day.,Labour
"I noticed duplicate charges on my card for a single purchase of a laptop, and the merchant is not refunding the extra amount.",Consumer
A man was caught using a fake identity card to gain entry into a secure office building.,Criminal
My private research paper was published under someone else's name on an academic platform.,Cyber
"A government-run institution rejected my application without giving any reasons, and I believe this decision was completely arbitrary.",Constitutional
My father-in-law was hit on the head with a helmet during a road rage incident.,Criminal
Someone is impersonating a well-known doctor online to give medical advice and collect consultation fees.,Cyber
A local authority denied our community group permission to hold an annual public procession without offering a valid explanation.,Constitutional
Someone brandished a country-made pistol during an argument at a wedding function in our village.,Criminal
I want to know how maintenance amounts are typically decided when a couple separates.,Family
"My complaint was registered days after the incident happened, and I am worried this delay will cause problems.",Criminal
I want to know if maintenance continues even after my wife starts earning a good salary.,Family
"My wife's family insists on controlling our household finances, which I find deeply uncomfortable.",Family
My cousin has gotten involved with a group running an illegal betting operation in our town.,Criminal
My company reduced my leave balance without any explanation during the annual review.,Labour
A construction site nearby caused cracks to develop in my house due to continuous vibrations.,Civil
My cousin used a power of attorney to sell our family's independent house without informing the rest of the family members.,Property
One of the co-owners of our jointly owned farmhouse wants to sell his share without consulting the rest of us.,Property
A partner in our joint venture leaked sensitive business plans to an outside party against our agreement.,Civil
Someone offered a large sum of money to a witness to change his statement in an ongoing case.,Criminal
The municipal corporation is preventing me from practicing my trade in a public market without giving any valid legal reason.,Constitutional
How can I verify that an agricultural land I am planning to buy is free from any pending legal disputes?,Property
I want to know if the state can restrict citizens from forming a cooperative society without adequate justification.,Constitutional
My cousin wants to claim her share of inheritance despite living abroad for the past decade.,Family
A former employee is refusing to return company property despite being asked multiple times after resignation.,Civil
"My new car developed a major engine issue within the first month, and the dealership is refusing to acknowledge any manufacturing defect.",Consumer
I want to claim compensation for earned leaves that were never encashed after I left the company.,Labour
I want to know if a marriage conducted under duress can later be annulled.,Family
I want to know if my employer can terminate remote employees more easily than office-based staff.,Labour
"My wife has filed a false case against me, and I now want to pursue divorce proceedings.",Family
I want to know my options after being sold a sofa set that turned out to be completely different from what was advertised.,Consumer
An online store using a name similar to ours is misleading customers into thinking it's our official platform.,Cyber
My relative found unknown people cutting trees on their private land without authorization.,Criminal
"A child in our neighbourhood was found with unexplained injuries, and we suspect abuse at home.",Criminal
"The local authorities have issued a demolition notice for my commercial shop, and I want to challenge it legally.",Property
My employer asked me to sign an employment bond requiring me to work for three years or pay a penalty.,Labour
I want to know whether a particular government notification exceeds the powers granted to that authority under the constitution.,Constitutional
My relative's neighbour built an extension that reduced the width of our shared access lane.,Civil
Someone tampered with a vehicle's number plate to avoid identification after a hit-and-run incident.,Criminal
The registrar's office is delaying the registration of my row house without giving me any clear reason for the delay.,Property
"My relative hired an accountant who made errors in financial statements, causing losses during a business audit.",Civil
I want to question the legal authority of a person who has been appointed to hold a public office in Guwahati.,Constitutional
My relative's child's legitimacy is being questioned by extended family members after a family dispute.,Family
"The repair technician kept my inverter battery for weeks and returned it still faulty, yet charged me the full repair amount anyway.",Consumer
A man posing as an income tax officer threatened to raid our house unless we paid him money.,Criminal
My father's complaint was registered as a general diary entry instead of an FIR despite the seriousness of the incident.,Criminal
My uncle was warned that his family would be harmed if he testified against a local strongman.,Criminal
"My employer dismissed me citing insubordination, but I believe the reason given is unfair.",Labour
"I found a fake LinkedIn profile using my name and work history to scam recruiters, how do I report it?",Cyber
Someone attempted to physically restrain a child to stop them from returning home after school.,Criminal
My private yoga class recordings were shared outside the group by another participant without my consent.,Cyber
A former tenant is threatening to post fabricated private content about me online after a rental dispute.,Cyber
My teenage nephew got into a fight and injured another minor seriously during a school event.,Criminal
"Someone created a parody account mimicking me in a way that is damaging my reputation, is this legal?",Cyber
I want compensation from a neighbour whose construction debris damaged plants and fencing in our garden.,Civil
I want to understand how legitimacy affects a child's inheritance rights within our family.,Family
My company deducted provident fund from my salary but never registered it under my account.,Labour
A man was seen carrying a knife and threatening passersby near the local market late at night.,Criminal
My relative fell seriously ill after eating food at a family gathering and we suspect it was tampered with.,Criminal
I want to recover possession of a portion of our compound that a neighbour has been using without permission.,Civil
"My company merged with another organization, and my pension benefits seem to have been affected.",Labour
A contractor left our office renovation incomplete after taking almost the entire agreed payment upfront.,Civil
"My neighbour has built a boundary wall that intrudes several feet into my office space, and he refuses to correct it.",Property
A person who reported a crime to the police is being harassed by the accused party's relatives.,Criminal
I want compensation from a neighbour whose overflowing water tank damaged goods stored in my ground floor shop.,Civil
I want to know whether my married sister has an equal share in our ancestral office space along with the other siblings.,Property
A contractor charged more than the agreed amount and is refusing to explain the additional charges.,Civil
My relative's shop was flooded due to a blocked drain caused by a neighbour's construction debris.,Civil
A person allegedly changed the locks and removed evidence from a crime scene before police arrived.,Criminal
My residential plot was demolished by local authorities citing an old land dispute that I was never properly informed about.,Property
The billboard advertisement for a printer sale mentioned a price that was very different from what I was actually charged in-store.,Consumer
"My uncle passed away without children, and we are trying to determine who is entitled to his property.",Family
"I have been complaining about poor OTT streaming subscription for months now, but the provider keeps assuring improvement without any real action.",Consumer
I want to challenge a state law that appears to unreasonably restrict citizens from switching their place of residence.,Constitutional
I want to know if the state can restrict who is allowed to contest elections for a specific community-based seat.,Constitutional
Someone created a fake investment advisor profile claiming expertise in cryptocurrency to collect money from people.,Cyber
A state education board denied recognition to a school run by a religious minority without a clear legal basis.,Constitutional
"The government has acquired part of my agricultural land for a road project, and I want to know about fair compensation.",Property
I want to know the correct process for registering an apartment flat that I recently purchased in Hyderabad.,Property
My private online music lessons were recorded and resold without my knowledge or consent.,Cyber
A stranger created a fake customer support helpline using our gas company's name to extract personal details.,Cyber
My private conversation from an online grief support group was shared outside the group without consent.,Cyber
"A public authority is denying me access to a government building because of my physical disability, and I want to challenge this.",Constitutional
A local gang has been extorting money from small shop owners in exchange for so-called protection.,Criminal
"My UPI account was used for a transaction I never made, who do I complain to?",Cyber
I want to challenge a policy that denies certain benefits to citizens purely based on where they were born.,Constitutional
My professional license was suspended by a government body without giving me a fair opportunity to present my case.,Constitutional
"A state-run school denied me a government service on the basis of my caste, and I want to challenge this as discriminatory.",Constitutional
"The store overcharged me for a trimmer beyond the price printed on the label, and they are refusing to correct the bill.",Consumer
I want compensation from a neighbour whose careless renovation caused permanent damage to my parked scooter.,Civil
A supplier is refusing to fulfil an order despite a written agreement guaranteeing priority delivery for our business.,Civil
I want to recover dues from a client who has not paid for goods delivered as per our agreement.,Civil
"The company's advertisement showed a much larger size for the pair of wireless earphones, but the delivered product was noticeably smaller than shown.",Consumer
"Someone hacked my online gaming account and stole in-game purchases, can I report this?",Cyber
I want to understand if festival bonuses are a legal entitlement or purely discretionary.,Labour
I was billed for salon membership package at a much higher rate than what was quoted to me verbally at the time of subscribing.,Consumer
I want to know if stepparents have any legal obligation to support stepchildren financially.,Family
"After registering the sale deed for my family house, I discovered the seller did not have full ownership rights to sell it.",Property
"Someone stole my business data and is using it to run a competing service, what legal action is possible?",Cyber
"I was denied a passport renewal without any clear reason being given, and I want to challenge this decision.",Constitutional
A textile supplier delivered goods that did not match the samples agreed upon in our contract.,Civil
"My gym membership was cancelled without notice, and the company is refusing to refund the remaining fee.",Civil
Someone threw a brick through our window during a dispute about loud music at a party.,Criminal
"A person made false statements about my professional integrity during a community gathering, damaging my reputation.",Civil
Someone used forged signatures to transfer my agricultural land into their name without my knowledge or consent.,Property
"I received threats on social media after refusing to pay someone online, is this a crime?",Cyber
"I want a replacement for my faulty power bank, but a franchise store keeps sending a technician instead of giving me a new unit as promised.",Consumer
An app that my child uses for online classes appears to be collecting more personal data than expected.,Cyber
My former employer is not responding to my requests regarding pending provident fund settlement.,Labour
"The bank is threatening to take possession of my farmhouse over a loan default, and I want to know my rights.",Property
I want to know if platform workers have any right to dispute unfair penalty deductions.,Labour
"My online portfolio was cloned entirely on another domain to mislead clients, what legal action is available?",Cyber
What are my constitutional options if a government authority in Jaipur continues to ignore my legitimate grievance?,Constitutional
A supplier is refusing to fulfil the remaining part of a bulk order despite receiving partial advance payment.,Civil
I lent a friend a large sum of money two years ago and he keeps avoiding repayment despite promises.,Civil
Someone accessed my fitness app account and shared my private health data on a public forum.,Cyber
My neighbour's falling debris during renovation damaged solar panels installed on my rooftop.,Civil
My tenant has stopped paying rent and is now refusing to vacate my village land despite the lease period having ended.,Property
"I have written several emails about my unresolved food delivery service issue, but the company never responds with any concrete solution.",Consumer
I was denied entry into a public building by security staff because of the way I was dressed for religious reasons.,Constitutional
"I inherited a residential bungalow from my grandfather, but a distant relative is now disputing my ownership over it.",Property
I want to know if my company can reduce my designated working hours without adjusting my salary.,Labour
"The person who sold me an apartment flat turns out to have only partial ownership, and other co-owners were never informed of the sale.",Property
My grandmother was physically abused by a hired attendant while we were away for a few days.,Criminal
We want to know how to escalate a complaint when the local police station is not taking action.,Criminal
I want to understand what documents are needed to file a maintenance claim on behalf of elderly parents.,Family
My employer is not contributing the correct amount toward my provident fund every month.,Labour
My private online tutoring sessions were recorded and shared without my consent by a student.,Cyber
"I was arrested without being informed of the reasons for my detention, and I want to understand my constitutional protections.",Constitutional
I want to know if I can remarry immediately after my divorce is finalized.,Family
"I was added to a scam WhatsApp group promising quick money returns, how do I report the organizers?",Cyber
I want to file a complaint since my employer has been paying below minimum wage for years.,Labour
My employer refuses to pay for medical treatment after I got injured while working at their house.,Labour
I want to understand my rights if my company suddenly changes remote work policies without notice.,Labour
My relative's newly planted orchard was deliberately destroyed by unknown persons overnight.,Criminal
I want to bring a legal challenge asking a public authority to finally act on a duty it has been ignoring.,Constitutional
The registrar's office is delaying the registration of my independent house without giving me any clear reason for the delay.,Property
A person's careless handling during loading damaged goods meant for our export shipment.,Civil
A person mixed something harmful into the water tank of our building after a dispute with residents.,Criminal
"A state government office is failing to fulfil a basic constitutional duty owed to citizens in my area, and I want to act on this.",Constitutional
A person is threatening to expose my private financial struggles shared during an online support group.,Cyber
A public authority denied my request to hold a peaceful sit-in protest outside a government office without valid reasoning.,Constitutional
I want to recover money owed to me by a client who has stopped responding after receiving my services.,Civil
"The local administration is failing to fulfil a basic constitutional duty owed to citizens in my area, and I want to act on this.",Constitutional
I want to know if I can stop unauthorized construction happening right on the boundary of my piece of land.,Property
I discovered that a duplicate SIM was issued for my number without my authorization.,Cyber
I want to understand the scope of a non-compete agreement I signed at the start of my employment.,Labour
I want to understand my rights if my manager consistently undermines my authority in front of my team.,Labour
I want to divorce my wife because she constantly humiliates me in front of our families.,Family
"My wife left the country with our children without informing me, and I want to understand my legal options.",Family
Someone hijacked my podcast's official account and started posting unrelated promotional content.,Cyber
A central government authority is preventing me from practicing my trade in a public market without giving any valid legal reason.,Constitutional
My tenant has stopped paying rent and is now refusing to vacate my piece of land despite the lease period having ended.,Property
How can I legally challenge a state government office for violating my fundamental rights while carrying out their official duties?,Constitutional
"My online business was hit by a ransomware attack, what legal steps should we take?",Cyber
"My husband wants a divorce, but I am opposing it since I believe our marriage can still be saved.",Family
"Two people are claiming ownership of the same row house in Jaipur, and I am not sure whose claim is valid.",Property
"My online subscription was auto-renewed and charged without my consent using stolen card details, what next?",Cyber
I was charged a hefty cancellation fee for an online tuition course even though I cancelled well within the allowed free cancellation period.,Consumer
Someone has built an illegal structure on a piece of land that legally belongs to my family without our permission.,Property
My relative accepted payment in counterfeit currency notes from an unknown customer at his shop.,Criminal
"I paid for gym membership, but the quality of service has been extremely poor and far below what was promised at the time of signing up.",Consumer
"My business associate cancelled a signed agreement to jointly open a franchise, leaving me with unpaid initial costs.",Civil
My employer is treating me unfairly because I raised concerns about workplace policies earlier.,Labour
"I bought a motorbike that stopped working within a week, and an offline retail store is refusing to repair or replace it. What can I do?",Consumer
Can I take legal action against someone who has occupied my housing plot without my permission for several years?,Property
How do I file a complaint against an offline retail store in Kolkata for selling me a defective tablet?,Consumer
My in-laws are trying to remove me from the family home despite my ongoing marriage to their son.,Family
I want to know my rights to continue residing in the matrimonial home during divorce proceedings.,Family
My relative promised to transfer his share of a family business to me but has been delaying the process.,Civil
My employer reduced staff strength significantly without following proper retrenchment procedures.,Labour
What can I do if my co-owner is trying to sell a jointly owned piece of land without informing me at all?,Property
Someone used forged signatures to transfer my village land into their name without my knowledge or consent.,Property
"My cousin lent his tractor to a relative for the harvest season, and it has not been returned since.",Civil
My relative refuses to return a vehicle I lent him temporarily for a family function months ago.,Civil
"The company providing my loan processing service has been extremely negligent, causing repeated inconvenience without offering any compensation.",Consumer
I was charged extra hidden fees while purchasing a water heater that were never mentioned anywhere during the checkout process.,Consumer
"My employer terminated my role citing redundancy, but a similar position was advertised shortly after.",Labour
"A former partner is threatening to post my private pictures unless I get back with them, what should I do?",Cyber
"My employer merged my department with another team, leading to unclear reporting structures.",Labour
I want to address recurring disagreements with my spouse regarding our children's upbringing.,Family
My private voice message meant for a friend was leaked into a public community group.,Cyber
"I was tricked into installing a remote access app and lost money from my bank account, what now?",Cyber
"I paid the full fee for an online tuition course, but the promised course content and live classes were never actually delivered as advertised.",Consumer
My cousin wants to know if paternity can be legally challenged years after a child's birth.,Family
I want to challenge a gift deed through which my orchard land was transferred to a relative without my knowledge.,Property
I want to understand if my employer can penalize employees for participating in union activities.,Labour
I want to file a complaint regarding poor ventilation and unsafe air quality at my workplace.,Labour
My in-game purchases were transferred to another account after someone accessed my gaming profile without permission.,Cyber
An official body denied my legitimate request in an inconsistent manner compared to how similar requests were handled for others.,Constitutional
I want a court to direct a person to return borrowed farming tools that he refuses to give back.,Civil
A group forcibly entered a moving car and robbed the occupants at a deserted stretch of road.,Criminal
My in-laws are denying me visitation with my children after my husband's sudden passing.,Family
My employer refuses to provide appointment letters to newly hired employees despite repeated requests.,Labour
A stranger has been posting our family photos along with our home address on a public forum.,Cyber
I want to know if I can prevent my ex-spouse from moving our children far away without my consent.,Family
My father was told he must pay money or his truck would be damaged on the highway.,Criminal
"I clicked a fake link and my Gmail account got compromised, what is the legal process to recover it?",Cyber
I want to claim damages from a construction company whose faulty work caused water leakage in my house.,Civil
My tenant is causing damage to my small plot and refuses to pay for the repairs despite the terms of our lease.,Property
I want to understand what actions I can take if my company ignores repeated fire safety violations.,Labour
I want to know if maternity benefits apply to contract employees as well as permanent staff.,Labour
Someone threatened to harm my brother's family unless he agreed to sell his shop below market price.,Criminal
"I received threats from an online loan app agent for a loan I never took, what can I do?",Cyber
A partner in our firm is refusing to contribute his share toward settling a pending vendor payment.,Civil
My cousin's business partner is holding onto shared office equipment after their partnership officially ended.,Civil
How do I legally establish my ownership over an office space that has been in dispute with a family member for years?,Property
"A stranger keeps sending friend requests from different fake accounts after I block them, what can I do?",Cyber
Someone forcibly entered our house claiming to be recovery agents and damaged our furniture.,Criminal
I want to understand if remote work arrangements require a separate written agreement from the employer.,Labour
Someone impersonated my late grandfather's social media account to ask relatives for urgent financial help.,Cyber
A group of strangers set up a temporary shelter on our land without asking for permission.,Criminal
We separated three years ago and are now ready to formally file for mutual divorce.,Family
I want to know if my job position is protected while I am on maternity leave.,Labour
My relative's newly built shop developed cracks within months due to poor construction by the contractor.,Civil
We believe a family member was mistreated at the police station simply because of his background.,Criminal
My grandfather has been occupying the entire ancestral vacant plot and refuses to let other family members access their share.,Property
A public authority seized my documents without providing any receipt or explanation for the action taken against me.,Constitutional
My relative was wrongly named in an FIR related to an incident he had no connection to.,Criminal
"I gave my grandfather power of attorney to manage my row house, but they have since misused it to sell the land.",Property
Someone forcibly took my brother in a car and demanded money before letting him go near the highway.,Criminal
My wife's new partner is influencing our children in ways that concern me deeply.,Family
My wife wants to waive the waiting period for our mutual consent divorce due to personal reasons.,Family
"A government college rejected my application without giving any reasons, and I believe this decision was completely arbitrary.",Constitutional
"The technician sent for home renovation contract did a careless job, and now the underlying problem has actually gotten worse than before.",Consumer
"Someone tagged me in inappropriate posts to damage my reputation among friends, is this actionable?",Cyber
I discovered that a public university has been monitoring my personal communications without informing me or obtaining proper authorization.,Constitutional
My relative's neighbour has been storing construction debris on our shared pathway for several weeks now.,Civil
"I was promised a one-year guarantee on my tablet, but now the shopkeeper says the guarantee card I have is not valid.",Consumer
